Genero,Nivel_Educativo,Area_Estudio,Promedio,Calificacion_Examen_Final,Participacion_Actividades_Extracurriculares,Horas_Estudio_Semanales,Calificacion_Satisfaccion_Curso,Nivel_Socioeconomico,Calificacion_Bienestar_Emocional,Asistencia_Clases,Calificacion_Habilidades_Sociales,Calificacion_Habilidades_Comunicacion,Fecha,Edad
Femenino,Universitario,Ciencias,15.43,92,No,12,3,Alto,10,93,6,6,2017-01-27,21
Femenino,Secundaria,Artes,17.06,83,Si,16,5,Bajo,5,80,2,10,2015-01-07,12
Masculino,Universitario,Artes,18.95,65,Si,10,2,Alto,10,93,10,3,2017-05-12,22
Masculino,Universitario,Matematicas,11.78,95,Si,16,2,Bajo,6,89,10,4,2015-11-07,24
Masculino,Universitario,Matematicas,10.28,55,Si,23,3,Bajo,7,75,9,5,2015-07-07,22
Masculino,Primaria,Artes,18.22,75,Si,8,5,Alto,5,82,6,8,2015-06-17,10
Masculino,Primaria,Artes,12.86,89,No,7,5,Medio,8,81,2,10,2015-04-21,7
Masculino,Secundaria,Ciencias,17.62,56,Si,9,1,Medio,9,98,7,3,2016-06-15,12
Masculino,Secundaria,Matematicas,19.4,88,Si,6,1,Alto,6,97,8,5,2017-10-31,13
Femenino,Secundaria,Ciencias,9.05,61,No,15,1,Alto,6,93,1,3,2017-01-28,15
Masculino,Universitario,Ciencias,10.39,91,Si,18,3,Bajo,9,94,8,4,2015-03-23,18
Masculino,Universitario,Artes,18.26,59,Si,25,1,Bajo,10,75,9,7,2017-08-22,20
Femenino,Secundaria,Artes,18.66,76,No,17,2,Medio,10,95,2,4,2016-08-03,13
Femenino,Primaria,Artes,17.08,61,Si,25,4,Medio,7,85,3,9,2017-09-04,8
Femenino,Universitario,Artes,13.57,71,No,14,2,Alto,8,90,3,3,2015-01-30,18
Femenino,Primaria,Matematicas,11.8,53,No,5,2,Medio,6,81,5,8,2016-09-16,11
Masculino,Secundaria,Artes,15.89,78,Si,28,3,Alto,8,94,8,2,2015-01-17,16
Femenino,Secundaria,Artes,12.27,71,Si,14,1,Medio,8,96,8,2,2016-03-11,15
Masculino,Secundaria,Ciencias,9.95,84,Si,7,4,Bajo,5,91,4,5,2016-02-11,15
Femenino,Universitario,Ciencias,18.55,85,No,10,4,Bajo,8,96,8,1,2015-12-27,20
Femenino,Secundaria,Matematicas,11.0,51,Si,9,3,Bajo,9,79,8,4,2015-06-13,16
Masculino,Secundaria,Matematicas,10.2,68,No,24,5,Alto,9,84,8,9,2016-05-15,15
Femenino,Primaria,Artes,11.38,56,Si,27,2,Bajo,6,82,10,10,2017-05-17,8
Femenino,Primaria,Artes,8.47,83,No,16,3,Bajo,5,83,8,4,2016-05-19,11
Masculino,Universitario,Artes,17.31,64,No,12,3,Alto,9,83,5,3,2016-10-17,19
Femenino,Secundaria,Matematicas,19.83,76,Si,22,1,Alto,6,85,5,8,2015-06-03,12
Femenino,Primaria,Artes,17.45,81,Si,28,5,Medio,7,90,10,6,2017-01-30,11
Femenino,Universitario,Artes,15.8,66,Si,8,2,Alto,6,72,10,4,2015-12-03,21
Masculino,Secundaria,Matematicas,18.17,98,Si,14,4,Alto,8,88,2,6,2016-11-03,14
Femenino,Primaria,Artes,10.32,75,Si,26,3,Bajo,8,92,9,1,2017-07-07,7
Masculino,Universitario,Ciencias,11.05,98,Si,13,5,Alto,8,86,4,10,2017-10-29,20
Masculino,Secundaria,Ciencias,13.36,53,Si,20,1,Medio,5,92,5,1,2016-12-31,14
Masculino,Primaria,Artes,19.74,51,Si,13,2,Alto,9,81,5,2,2015-07-12,8
Masculino,Secundaria,Artes,19.3,94,No,23,5,Medio,5,99,2,6,2016-05-17,12
Femenino,Secundaria,Ciencias,15.18,96,Si,18,4,Alto,5,74,7,2,2015-06-19,16
Femenino,Primaria,Matematicas,12.97,54,No,11,3,Bajo,10,81,2,10,2016-06-26,11
Femenino,Secundaria,Matematicas,20.0,81,Si,21,3,Alto,6,98,9,7,2016-06-15,16
Masculino,Secundaria,Matematicas,8.01,62,No,24,5,Bajo,7,76,5,4,2015-11-10,14
Femenino,Secundaria,Artes,9.93,64,No,21,1,Bajo,7,94,1,9,2015-08-13,16
Masculino,Secundaria,Matematicas,17.86,85,No,25,1,Bajo,7,72,6,1,2016-06-17,14
Masculino,Primaria,Ciencias,13.95,57,No,11,4,Bajo,6,88,2,4,2015-03-11,9
Masculino,Secundaria,Matematicas,18.09,67,Si,19,1,Medio,6,79,9,5,2015-12-23,14
Femenino,Universitario,Matematicas,12.83,61,No,6,4,Medio,10,72,5,10,2015-01-13,18
Femenino,Primaria,Matematicas,10.03,81,Si,10,5,Medio,9,75,5,3,2016-06-10,7
Masculino,Secundaria,Artes,12.83,53,No,5,4,Alto,6,96,2,3,2015-11-22,13
Femenino,Universitario,Ciencias,12.96,92,No,29,5,Medio,10,76,7,8,2017-01-24,19
Masculino,Primaria,Ciencias,18.08,82,No,14,3,Medio,10,85,4,8,2017-03-07,8
Masculino,Primaria,Matematicas,18.67,69,No,20,1,Bajo,7,88,2,9,2017-01-17,9
Masculino,Universitario,Ciencias,17.21,88,No,25,2,Bajo,7,87,6,4,2015-02-16,20
Masculino,Primaria,Matematicas,19.15,91,No,29,5,Alto,9,87,8,2,2017-06-04,8
Masculino,Secundaria,Ciencias,14.62,51,No,20,5,Bajo,9,73,8,3,2016-03-03,16
Masculino,Secundaria,Artes,11.03,65,No,28,3,Alto,10,81,3,8,2017-03-29,15
Masculino,Universitario,Matematicas,16.8,77,Si,11,2,Medio,7,99,8,6,2016-01-16,22
Masculino,Universitario,Artes,8.73,62,No,11,2,Alto,5,93,9,9,2015-01-29,24
Femenino,Universitario,Ciencias,13.66,53,Si,29,2,Bajo,5,80,10,6,2017-12-06,18
Masculino,Primaria,Artes,10.53,61,Si,16,4,Medio,7,84,6,4,2016-06-03,11
Femenino,Primaria,Ciencias,9.93,59,No,21,3,Medio,6,71,4,5,2015-05-04,11
Femenino,Primaria,Ciencias,8.24,95,Si,8,5,Bajo,8,93,9,3,2017-11-13,10
Masculino,Primaria,Matematicas,12.58,78,No,26,3,Alto,5,96,9,4,2017-08-21,6
Femenino,Primaria,Artes,19.79,63,Si,24,2,Alto,9,96,6,8,2017-12-04,10
Femenino,Secundaria,Matematicas,11.15,60,Si,24,3,Alto,10,82,9,7,2015-04-03,13
Femenino,Universitario,Artes,9.82,94,No,25,1,Bajo,5,76,1,8,2015-06-12,22
Femenino,Universitario,Matematicas,9.98,56,No,22,3,Alto,8,70,2,5,2016-05-22,20
Femenino,Universitario,Artes,9.68,52,Si,29,2,Medio,9,88,1,10,2015-09-23,24
Femenino,Primaria,Matematicas,19.57,99,Si,28,3,Alto,8,88,9,2,2016-08-31,8
Femenino,Primaria,Artes,8.27,72,No,19,5,Bajo,7,84,10,8,2017-12-21,11
Masculino,Secundaria,Matematicas,17.48,63,Si,6,4,Medio,6,84,9,5,2017-12-26,14
Masculino,Universitario,Ciencias,16.96,97,Si,26,2,Alto,5,76,10,8,2016-02-29,17
Masculino,Primaria,Ciencias,13.91,61,No,9,4,Medio,10,74,3,9,2017-01-22,8
Masculino,Universitario,Artes,12.67,94,Si,26,2,Medio,7,71,8,2,2017-09-16,17
Masculino,Primaria,Artes,17.96,62,No,10,1,Bajo,8,76,6,9,2016-12-09,7
Femenino,Universitario,Matematicas,15.82,62,Si,27,3,Bajo,6,91,10,5,2015-05-04,23
Femenino,Primaria,Matematicas,13.52,51,No,11,5,Alto,8,77,7,6,2016-07-02,11
Masculino,Primaria,Ciencias,14.38,66,No,13,3,Medio,9,73,8,3,2016-01-03,8
Masculino,Primaria,Matematicas,8.95,76,No,23,2,Medio,9,76,6,4,2017-11-05,8
Femenino,Universitario,Ciencias,14.32,91,Si,25,2,Bajo,6,85,6,5,2015-09-17,18
Femenino,Secundaria,Ciencias,8.84,69,No,10,5,Medio,7,73,4,7,2015-12-08,12
Femenino,Secundaria,Artes,11.6,75,No,15,2,Bajo,5,71,9,3,2017-01-09,15
Masculino,Secundaria,Artes,13.17,62,Si,6,2,Alto,9,99,7,4,2017-10-09,16
Femenino,Secundaria,Ciencias,19.68,80,Si,7,3,Alto,9,71,7,6,2016-02-22,14
Femenino,Secundaria,Artes,10.24,54,No,13,4,Alto,9,72,7,1,2015-07-18,13
Femenino,Secundaria,Artes,14.9,84,Si,20,3,Bajo,5,74,9,10,2015-09-17,13
Masculino,Primaria,Ciencias,10.68,92,No,24,2,Alto,8,85,10,9,2016-01-12,10
Femenino,Secundaria,Matematicas,9.22,81,No,20,4,Bajo,5,99,1,4,2015-12-24,13
Masculino,Primaria,Ciencias,15.49,56,No,5,3,Bajo,10,74,9,4,2015-07-14,9
Masculino,Universitario,Artes,14.99,63,Si,6,2,Bajo,9,73,6,8,2015-11-01,17
Femenino,Primaria,Matematicas,13.7,81,No,13,4,Bajo,5,73,9,5,2015-06-12,11
Masculino,Universitario,Matematicas,14.41,81,Si,24,1,Alto,5,92,4,5,2016-08-09,24
Femenino,Universitario,Artes,12.56,74,No,28,4,Bajo,6,75,4,3,2015-08-16,18
Femenino,Secundaria,Ciencias,14.8,50,No,19,2,Alto,6,94,6,4,2015-09-22,14
Femenino,Primaria,Matematicas,11.28,68,No,7,5,Alto,6,79,5,5,2017-03-13,9
Femenino,Universitario,Ciencias,15.2,76,Si,27,1,Medio,6,75,8,9,2017-02-19,17
Masculino,Universitario,Matematicas,10.13,53,No,22,2,Bajo,5,78,9,3,2015-09-11,24
Masculino,Primaria,Artes,17.81,74,Si,15,2,Bajo,6,94,9,8,2017-08-31,7
Femenino,Universitario,Matematicas,19.76,81,No,15,1,Alto,9,89,9,10,2016-10-27,24
Femenino,Primaria,Ciencias,10.3,94,Si,10,1,Medio,8,83,6,6,2016-11-01,9
Masculino,Universitario,Matematicas,9.01,61,Si,24,5,Bajo,8,70,9,2,2016-03-20,18
Masculino,Secundaria,Matematicas,11.27,76,Si,17,5,Alto,6,78,3,1,2016-10-02,12
Femenino,Primaria,Ciencias,14.37,84,Si,7,1,Bajo,5,91,5,7,2016-01-29,7
Femenino,Universitario,Matematicas,15.71,99,No,22,5,Bajo,9,76,7,5,2016-09-21,23
Masculino,Secundaria,Matematicas,17.74,57,No,27,5,Medio,9,70,10,7,2015-04-24,12
Masculino,Secundaria,Ciencias,12.26,67,Si,11,5,Medio,9,83,1,4,2016-12-21,15
Masculino,Universitario,Ciencias,16.66,75,Si,5,3,Alto,9,71,2,3,2017-05-08,21
Femenino,Secundaria,Ciencias,13.5,62,Si,22,3,Medio,6,74,8,1,2015-02-26,13
Masculino,Primaria,Matematicas,18.29,57,Si,12,4,Medio,9,79,7,1,2017-03-09,10
Masculino,Universitario,Matematicas,18.53,91,Si,16,1,Bajo,7,76,10,1,2015-01-19,17
Femenino,Secundaria,Matematicas,10.95,94,No,25,1,Medio,7,89,10,2,2015-04-02,16
Masculino,Secundaria,Artes,12.34,59,Si,26,4,Alto,6,73,1,1,2016-08-06,14
Femenino,Primaria,Artes,13.0,97,No,28,5,Bajo,7,97,3,2,2015-11-01,9
Masculino,Universitario,Artes,14.58,53,No,27,2,Medio,9,71,5,10,2015-11-18,22
Femenino,Universitario,Artes,14.63,85,Si,18,3,Bajo,10,83,1,2,2015-12-19,23
Masculino,Secundaria,Matematicas,8.24,50,No,15,4,Alto,9,73,4,5,2016-08-03,12
Masculino,Secundaria,Ciencias,14.58,80,Si,7,1,Alto,6,85,1,9,2017-04-06,12
Femenino,Secundaria,Artes,16.16,59,Si,19,5,Alto,9,92,3,8,2015-03-19,13
Femenino,Universitario,Artes,15.27,75,Si,5,1,Bajo,7,98,1,7,2015-12-29,23
Masculino,Secundaria,Artes,8.07,60,No,20,5,Bajo,5,94,2,6,2017-02-10,16
Femenino,Secundaria,Artes,13.01,56,Si,13,5,Alto,9,91,6,9,2016-11-27,13
Femenino,Universitario,Matematicas,9.24,52,No,14,5,Bajo,10,82,10,5,2016-02-05,21
Femenino,Primaria,Artes,14.53,59,No,5,5,Bajo,8,95,8,5,2016-01-24,6
Masculino,Universitario,Artes,10.32,79,No,8,1,Medio,5,82,8,7,2016-08-18,19
Femenino,Secundaria,Artes,18.49,84,Si,15,4,Medio,7,70,1,10,2017-06-21,16
Masculino,Primaria,Ciencias,18.31,73,No,29,2,Medio,7,75,6,9,2016-01-23,6
Femenino,Universitario,Artes,17.91,92,No,12,4,Alto,6,70,8,3,2015-12-09,23
Femenino,Primaria,Ciencias,11.89,77,Si,19,3,Alto,10,99,2,8,2016-09-11,7
Masculino,Secundaria,Artes,19.88,67,No,11,5,Alto,10,78,6,10,2016-01-03,13
Femenino,Primaria,Artes,9.6,83,No,27,3,Bajo,9,70,3,3,2016-10-11,7
Femenino,Secundaria,Ciencias,12.91,57,Si,5,2,Bajo,9,97,2,6,2016-05-19,13
Masculino,Primaria,Matematicas,9.67,99,No,13,2,Medio,7,70,8,6,2017-09-04,11
Masculino,Universitario,Matematicas,18.48,97,Si,24,5,Alto,10,94,6,7,2016-06-25,23
Masculino,Secundaria,Matematicas,8.45,79,Si,21,5,Medio,8,95,7,7,2017-11-07,12
Femenino,Primaria,Ciencias,10.83,65,Si,21,3,Alto,6,77,2,4,2016-05-09,6
Femenino,Universitario,Ciencias,9.06,76,No,23,1,Alto,9,99,1,4,2016-01-27,24
Masculino,Universitario,Artes,15.22,90,Si,26,2,Medio,8,84,3,10,2015-11-16,17
Femenino,Secundaria,Artes,19.44,90,Si,5,2,Alto,6,82,7,3,2017-08-17,13
Femenino,Primaria,Matematicas,10.91,50,No,27,2,Alto,7,97,3,6,2015-10-16,8
Masculino,Universitario,Matematicas,14.32,78,Si,15,2,Alto,9,84,4,2,2015-07-06,22
Masculino,Secundaria,Matematicas,11.06,53,Si,11,4,Medio,8,70,1,8,2017-07-18,12
Masculino,Secundaria,Artes,9.23,77,Si,8,3,Medio,5,75,3,7,2017-05-17,16
Femenino,Secundaria,Artes,16.28,86,No,26,1,Bajo,8,74,10,10,2016-01-10,13
Masculino,Secundaria,Artes,17.83,53,Si,10,3,Medio,5,81,1,8,2017-11-04,15
Femenino,Primaria,Artes,14.34,82,Si,6,4,Medio,5,70,3,6,2015-02-16,11
Masculino,Primaria,Artes,11.54,98,No,25,1,Medio,5,88,8,4,2017-06-15,8
Masculino,Primaria,Artes,16.3,94,No,12,1,Alto,9,88,4,2,2015-08-26,9
Femenino,Secundaria,Ciencias,17.29,95,No,26,3,Alto,9,94,3,1,2015-07-19,13
Masculino,Primaria,Matematicas,10.57,71,Si,21,5,Bajo,7,96,4,5,2016-09-25,6
Masculino,Universitario,Artes,18.83,89,No,7,1,Bajo,6,80,4,7,2017-08-08,20
Femenino,Secundaria,Ciencias,13.21,80,No,17,1,Alto,6,88,9,7,2017-05-14,12
Femenino,Secundaria,Ciencias,16.5,94,No,6,3,Medio,9,93,10,6,2017-11-10,13
Masculino,Primaria,Artes,15.25,90,Si,25,1,Medio,7,94,4,10,2015-12-25,6
Femenino,Primaria,Matematicas,14.34,53,No,8,1,Medio,9,89,10,5,2016-11-27,7
Masculino,Secundaria,Matematicas,19.81,50,No,12,1,Bajo,6,87,1,8,2016-04-22,12
Masculino,Primaria,Matematicas,16.67,94,Si,29,3,Medio,6,79,1,4,2016-08-28,9
Femenino,Secundaria,Ciencias,15.75,78,No,16,1,Alto,8,77,10,6,2016-11-24,16
Femenino,Primaria,Matematicas,19.16,55,No,19,2,Medio,6,90,5,10,2016-06-07,9
Masculino,Secundaria,Artes,18.25,98,No,21,1,Bajo,9,90,5,9,2016-03-20,15
Femenino,Secundaria,Matematicas,13.74,69,Si,26,4,Alto,6,70,4,6,2015-08-12,14
Masculino,Secundaria,Matematicas,11.74,94,No,14,5,Medio,9,91,6,5,2017-12-29,15
Masculino,Universitario,Artes,14.44,72,Si,16,3,Medio,9,91,4,2,2015-09-24,20
Femenino,Secundaria,Matematicas,10.01,63,No,20,3,Medio,6,90,9,8,2016-09-24,16
Femenino,Secundaria,Matematicas,10.1,54,Si,13,2,Bajo,7,70,1,10,2016-04-01,13
Masculino,Secundaria,Artes,12.09,94,No,17,4,Medio,7,96,10,10,2016-11-23,14
Femenino,Universitario,Artes,16.73,55,Si,5,5,Bajo,9,79,6,10,2016-11-26,23
Masculino,Secundaria,Artes,8.34,62,No,25,2,Medio,9,97,9,3,2015-04-20,12
Femenino,Universitario,Matematicas,17.33,78,Si,23,3,Medio,6,94,10,6,2016-07-23,21
Masculino,Secundaria,Artes,19.08,62,Si,17,5,Medio,7,93,10,2,2016-11-23,13
Masculino,Secundaria,Artes,15.96,51,No,13,3,Bajo,9,94,1,4,2017-05-12,15
Femenino,Primaria,Matematicas,9.12,84,Si,14,5,Bajo,5,76,10,8,2016-05-20,6
Femenino,Primaria,Matematicas,19.58,56,Si,9,1,Medio,6,87,6,8,2016-02-21,6
Masculino,Secundaria,Matematicas,16.5,94,No,29,2,Bajo,5,85,9,7,2016-07-28,13
Femenino,Universitario,Ciencias,11.21,61,Si,9,2,Bajo,7,81,8,6,2016-08-09,17
Femenino,Primaria,Artes,18.03,52,No,12,5,Bajo,8,98,4,5,2016-10-31,10
Masculino,Universitario,Artes,15.69,88,No,24,5,Medio,8,70,5,5,2017-04-13,20
Masculino,Secundaria,Artes,10.7,60,Si,27,3,Bajo,7,88,6,9,2015-04-05,13
Femenino,Universitario,Matematicas,15.96,61,No,27,1,Alto,5,74,5,3,2015-03-24,21
Masculino,Universitario,Artes,11.46,96,No,20,3,Bajo,7,78,5,9,2015-05-06,18
Femenino,Primaria,Matematicas,13.08,80,No,19,2,Bajo,7,87,9,3,2015-08-27,6
Femenino,Secundaria,Ciencias,9.52,63,No,5,3,Alto,8,94,9,6,2017-03-01,15
Femenino,Secundaria,Ciencias,14.07,83,No,19,4,Alto,9,78,10,2,2015-07-13,12
Femenino,Secundaria,Ciencias,9.34,90,No,21,4,Medio,8,78,10,9,2017-01-18,15
Femenino,Secundaria,Artes,11.04,94,Si,26,3,Alto,5,94,5,5,2015-10-04,15
Femenino,Universitario,Matematicas,16.87,89,No,17,5,Bajo,6,94,3,7,2015-01-28,19
Masculino,Primaria,Matematicas,10.42,74,No,12,3,Bajo,5,99,4,6,2016-09-14,7
Femenino,Universitario,Ciencias,16.95,63,Si,21,2,Medio,9,77,4,8,2015-07-22,24
Masculino,Secundaria,Artes,17.44,78,No,24,4,Bajo,6,70,6,10,2017-07-30,15
Femenino,Universitario,Matematicas,12.4,94,No,14,1,Medio,8,77,5,2,2017-06-17,20
Masculino,Primaria,Matematicas,10.71,96,Si,6,1,Bajo,5,75,7,5,2016-12-12,7
Femenino,Universitario,Matematicas,13.59,63,Si,17,5,Alto,9,90,2,9,2016-01-02,23
Masculino,Secundaria,Artes,9.39,69,No,20,5,Medio,9,92,7,10,2016-04-21,12
Masculino,Universitario,Matematicas,17.03,96,Si,23,5,Alto,7,72,1,8,2016-07-07,17
Masculino,Secundaria,Artes,12.21,81,Si,26,5,Medio,5,99,9,4,2015-10-21,16
Femenino,Secundaria,Ciencias,12.45,53,Si,14,1,Medio,8,79,6,4,2015-04-26,16
Femenino,Primaria,Artes,8.05,57,Si,8,4,Alto,8,78,6,7,2017-09-14,11
Femenino,Primaria,Artes,10.41,86,No,16,5,Alto,6,70,6,6,2017-02-22,7
Femenino,Universitario,Matematicas,14.19,79,No,13,4,Medio,9,77,9,5,2016-01-15,23
Femenino,Secundaria,Artes,11.02,84,No,11,4,Alto,6,88,9,2,2016-06-17,12
Femenino,Secundaria,Matematicas,9.71,60,No,17,1,Bajo,8,98,8,4,2017-08-20,12
Femenino,Primaria,Artes,19.85,73,Si,21,2,Alto,9,70,8,3,2017-11-02,7
Femenino,Secundaria,Artes,18.68,83,No,18,2,Alto,10,79,1,7,2017-09-18,13
Masculino,Secundaria,Ciencias,16.84,69,Si,16,2,Bajo,10,96,4,2,2016-05-04,12
Femenino,Primaria,Artes,10.83,84,No,5,2,Bajo,10,73,2,6,2017-12-25,6
Femenino,Universitario,Matematicas,18.81,51,Si,5,5,Medio,5,89,10,4,2016-10-15,23
Femenino,Primaria,Artes,16.33,63,Si,5,5,Bajo,5,95,1,10,2017-11-14,9
Femenino,Primaria,Ciencias,14.5,61,Si,24,5,Medio,8,71,7,9,2017-03-25,9
Masculino,Universitario,Artes,14.11,65,Si,13,3,Medio,10,89,8,6,2017-07-24,19
Masculino,Primaria,Artes,18.28,80,No,7,4,Bajo,8,88,3,5,2016-05-22,9
Masculino,Primaria,Matematicas,14.93,92,Si,7,1,Alto,5,98,3,7,2017-02-20,7
Femenino,Universitario,Ciencias,10.77,74,Si,23,4,Alto,5,80,2,10,2016-03-04,22
Femenino,Universitario,Matematicas,19.6,59,No,6,3,Medio,8,83,5,5,2016-12-30,19
Masculino,Primaria,Matematicas,16.24,90,Si,21,3,Alto,7,87,2,5,2015-02-03,9
Masculino,Primaria,Matematicas,16.78,93,No,26,2,Medio,7,78,2,7,2015-08-04,6
Femenino,Secundaria,Artes,16.53,86,Si,13,3,Medio,9,86,8,9,2016-03-10,14
Femenino,Primaria,Matematicas,11.0,78,No,21,1,Alto,8,95,3,10,2017-08-21,9
Femenino,Primaria,Artes,15.48,53,Si,25,2,Medio,8,83,6,10,2017-10-07,9
Femenino,Universitario,Ciencias,8.65,73,No,24,1,Medio,8,92,7,7,2015-11-13,20
Masculino,Universitario,Matematicas,18.1,72,No,20,4,Bajo,10,85,10,8,2016-08-01,20
Masculino,Primaria,Artes,14.51,94,Si,11,5,Alto,5,92,6,9,2016-07-05,7
Femenino,Secundaria,Artes,18.62,98,Si,8,3,Alto,7,97,4,9,2015-07-05,16
Masculino,Primaria,Artes,15.27,80,Si,15,4,Alto,5,80,10,2,2016-12-06,8
Masculino,Primaria,Ciencias,12.14,81,No,14,4,Alto,9,86,6,10,2016-07-05,7
Femenino,Primaria,Ciencias,19.91,71,Si,5,3,Alto,6,72,9,7,2015-01-15,6
Femenino,Universitario,Ciencias,13.59,71,Si,21,5,Medio,10,98,1,9,2016-07-14,19
Femenino,Primaria,Artes,18.05,59,No,28,1,Bajo,9,73,4,10,2015-02-08,9
Masculino,Secundaria,Artes,12.82,88,Si,19,5,Bajo,8,88,1,8,2015-06-30,16
Masculino,Universitario,Artes,16.61,50,No,16,3,Bajo,6,80,5,5,2017-03-30,18
Masculino,Primaria,Artes,18.57,89,No,8,3,Medio,7,72,1,7,2017-01-14,7
Femenino,Universitario,Matematicas,18.85,63,No,13,3,Alto,10,96,1,10,2016-11-17,22
Masculino,Universitario,Artes,16.11,68,No,17,4,Bajo,5,99,1,4,2015-08-13,17
Masculino,Universitario,Ciencias,18.41,63,No,6,4,Alto,6,96,7,9,2015-02-23,17
Masculino,Universitario,Ciencias,10.16,63,No,22,5,Bajo,10,82,1,4,2016-07-29,18
Femenino,Secundaria,Matematicas,12.59,59,No,13,1,Bajo,9,94,9,1,2016-07-02,14
Masculino,Secundaria,Artes,16.26,67,Si,10,3,Bajo,9,97,2,8,2017-09-20,14
Masculino,Universitario,Artes,12.38,90,Si,23,2,Medio,7,86,6,7,2015-11-17,21
Femenino,Secundaria,Ciencias,12.22,79,Si,19,3,Medio,10,72,10,7,2016-11-27,12
Masculino,Secundaria,Matematicas,11.84,68,Si,19,5,Bajo,8,86,4,4,2017-10-26,13
Femenino,Universitario,Matematicas,16.87,96,Si,24,2,Alto,10,89,8,7,2016-11-02,21
Femenino,Universitario,Artes,10.32,73,Si,17,5,Medio,8,72,10,4,2015-08-03,24
Femenino,Primaria,Artes,13.7,65,Si,23,3,Bajo,10,81,3,8,2016-09-29,9
Masculino,Primaria,Matematicas,11.09,76,Si,24,3,Medio,8,73,7,5,2017-05-21,8
Masculino,Primaria,Matematicas,13.59,88,Si,10,1,Medio,6,96,2,9,2015-04-25,6
Masculino,Universitario,Ciencias,11.94,90,No,10,2,Medio,8,86,10,5,2017-12-15,24
Masculino,Universitario,Artes,13.4,60,No,13,1,Bajo,5,78,2,7,2017-07-08,24
Masculino,Universitario,Artes,16.12,94,Si,27,5,Medio,8,92,8,2,2015-06-19,19
Masculino,Secundaria,Ciencias,9.52,51,No,16,3,Medio,9,88,7,3,2016-01-14,13
Femenino,Secundaria,Artes,13.6,58,No,28,2,Bajo,5,83,2,5,2015-07-11,13
Masculino,Secundaria,Matematicas,11.15,77,Si,13,2,Medio,7,95,10,10,2015-11-19,12
Masculino,Secundaria,Matematicas,16.41,50,No,6,3,Alto,5,81,8,8,2017-04-10,12
Femenino,Universitario,Ciencias,12.74,70,Si,9,5,Bajo,5,90,8,8,2017-11-17,20
Masculino,Primaria,Matematicas,18.27,56,No,13,3,Bajo,10,90,8,8,2015-09-19,8
Masculino,Secundaria,Ciencias,16.19,76,Si,6,4,Medio,6,95,8,10,2016-10-19,15
Masculino,Primaria,Matematicas,13.81,92,No,7,2,Medio,10,74,7,8,2016-10-09,8
Masculino,Secundaria,Ciencias,18.06,50,Si,27,5,Medio,10,99,7,6,2017-04-29,16
Masculino,Primaria,Artes,18.45,67,No,29,3,Medio,6,91,10,5,2015-07-26,8
Masculino,Secundaria,Ciencias,10.09,86,Si,15,1,Bajo,9,96,8,8,2017-08-23,16
Masculino,Primaria,Artes,17.39,57,No,6,3,Bajo,9,71,5,7,2015-07-23,6
Femenino,Universitario,Matematicas,13.16,97,Si,24,5,Bajo,10,89,4,1,2015-11-18,24
Femenino,Primaria,Ciencias,17.56,66,Si,9,1,Alto,10,83,8,6,2015-02-26,11
Masculino,Secundaria,Ciencias,19.96,50,Si,22,3,Alto,6,99,7,6,2016-07-08,15
Masculino,Primaria,Artes,16.19,88,No,12,5,Medio,5,97,4,1,2016-02-18,9
Femenino,Universitario,Ciencias,17.9,65,No,18,1,Medio,5,81,9,2,2015-11-20,24
Masculino,Primaria,Artes,16.73,70,Si,12,1,Medio,6,87,10,1,2016-10-22,11
Femenino,Primaria,Ciencias,10.66,93,Si,7,2,Alto,10,95,2,5,2016-06-27,7
Femenino,Universitario,Ciencias,16.98,87,No,28,2,Bajo,6,77,7,4,2017-09-14,23
Femenino,Primaria,Matematicas,9.92,93,No,18,1,Bajo,10,92,2,9,2015-05-11,6
Femenino,Universitario,Artes,19.46,98,No,11,1,Bajo,5,89,6,1,2016-09-17,17
Masculino,Universitario,Matematicas,17.08,56,Si,9,5,Medio,7,86,6,9,2015-11-09,20
Femenino,Secundaria,Artes,12.38,69,No,21,2,Medio,7,99,6,7,2017-01-23,12
Masculino,Universitario,Ciencias,8.64,87,Si,28,4,Medio,5,90,6,10,2015-03-27,20
Femenino,Secundaria,Ciencias,13.58,88,No,11,1,Bajo,7,97,8,10,2016-03-07,14
Masculino,Primaria,Matematicas,10.89,87,No,21,1,Medio,7,71,6,3,2016-03-26,9
Femenino,Universitario,Matematicas,18.76,81,No,10,2,Bajo,5,84,10,1,2017-11-05,17
Masculino,Universitario,Artes,8.3,68,No,26,5,Alto,9,74,3,4,2016-08-04,19
Masculino,Primaria,Ciencias,19.87,61,Si,7,2,Alto,9,86,4,2,2017-05-01,7
Masculino,Secundaria,Ciencias,16.34,60,No,11,3,Bajo,6,93,9,7,2016-07-17,15
Masculino,Universitario,Ciencias,10.31,58,Si,24,1,Bajo,8,75,10,2,2017-02-25,21
Femenino,Secundaria,Artes,8.35,71,Si,24,3,Bajo,9,82,9,8,2017-08-06,16
Masculino,Secundaria,Artes,13.72,73,Si,10,2,Medio,8,95,3,7,2015-10-23,12
Masculino,Universitario,Ciencias,15.07,85,No,7,4,Bajo,5,73,2,7,2016-06-13,24
Femenino,Universitario,Matematicas,17.18,62,Si,19,3,Bajo,5,81,9,8,2016-02-08,21
Femenino,Secundaria,Matematicas,8.45,98,Si,27,4,Medio,5,92,1,2,2017-11-13,12
