Marca,Producto,Tipo,Pulgadas,Procesador,RAM(GB),GPU,SistemaOperativo,Peso(kg),Precio(S/),Resolucion,TipoPantalla,PantallaTactil,Proc_freq(GHz),Almacenamiento_1(GB),Almacenamiento_1_tipo,Almacenamiento_2(GB),Almacenamiento_2_tipo,Marca_procesador,Marca_GPU
Toshiba,Tecra A40-C-1KF,Notebook,14.0,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,1.75,3806.4,1366x768,,0.0,2.3,500.0,HDD,0.0,,Intel,Intel
Dell,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U ,4,AMD Radeon R5 M430,Windows 10,2.25,2491.84,1366x768,,0.0,2.5,500.0,HDD,0.0,,Intel,AMD
HP,Probook 450,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.04,3352.96,1920x1080,,0.0,2.5,1000.0,HDD,0.0,,Intel,Intel
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1060,Windows 10,2.5,4946.24,1920x1080,IPSPanel,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U ,8,AMD Radeon R7 M445,Windows 10,2.36,3115.84,1366x768,,0.0,2.7,1000.0,HDD,0.0,,Intel,AMD
Dell,Latitude 5480,Notebook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620 ,Windows 10,1.6,4655.04,1920x1080,,0.0,2.5,128.0,SSD,0.0,,Intel,Intel
HP,EliteBook Folio,Netbook,12.5,Intel Core M 6Y75 ,8,Intel HD Graphics 515,Windows 10,0.97,7937.28,1920x1080,,0.0,1.2,512.0,SSD,0.0,,Intel,Intel
HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon 520,Windows 10,2.1,2075.84,1920x1080,,0.0,2.0,128.0,SSD,1000.0,HDD,Intel,AMD
Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,No OS,1.9,1125.78,1366x768,,0.0,1.1,128.0,SSD,0.0,,Intel,Intel
Lenovo,ThinkPad T560,Notebook,15.6,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,2.3,5611.84,1920x1080,,0.0,2.3,256.0,SSD,0.0,,Intel,Intel
Dell,Inspiron 5378,2 in 1 Convertible,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.68,3698.24,1920x1080,,1.0,2.5,256.0,SSD,0.0,,Intel,Intel
Asus,ZenBook UX310UA-FB485T,Notebook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.4,4784.0,3200x1800,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
HP,Spectre 13-V111dx,Ultrabook,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.11,5611.84,1920x1080,IPSPanel,1.0,2.7,256.0,SSD,0.0,,Intel,Intel
Acer,Aspire ES1-533,Notebook,15.6,Intel Pentium Quad Core N4200 ,4,Intel HD Graphics 505,Windows 10,2.4,1580.8,1366x768,,0.0,1.1,500.0,HDD,0.0,,Intel,Intel
Asus,Rog GL553VE-DS74,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,7483.84,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
HP,EliteBook 840,Ultrabook,14.0,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.48,8690.24,1920x1080,,0.0,2.7,512.0,SSD,0.0,,Intel,Intel
Acer,Nitro 5,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.7,5241.6,1920x1080,IPSPanel,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
HP,ENVY -,Notebook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.34,4946.24,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Dell,Vostro 3568,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.18,2275.52,1366x768,,0.0,2.4,128.0,SSD,0.0,,Intel,Intel
HP,Probook 440,Notebook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.64,3240.64,1366x768,,0.0,2.5,500.0,HDD,0.0,,Intel,Intel
Toshiba,Portege Z30-C-16H,Notebook,13.3,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,1.2,4971.2,1920x1080,,0.0,2.3,128.0,SSD,0.0,,Intel,Intel
HP,EliteBook 840,Notebook,14.0,Intel Core i5 6300U ,4,Intel HD Graphics 520,Windows 10,1.48,4575.96,1366x768,,0.0,2.4,256.0,SSD,0.0,,Intel,Intel
HP,ProBook 640,Notebook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.95,5012.8,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
HP,EliteBook 1040,Ultrabook,14.0,Intel Core i7 6600U ,8,Intel HD Graphics 520,Windows 7,1.43,6027.84,1920x1080,,0.0,2.6,256.0,SSD,0.0,,Intel,Intel
HP,ProBook 440,Notebook,14.0,Intel Core i5 7200U ,8,Nvidia GeForce 930MX,Windows 10,1.64,4364.92,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Nvidia
HP,Probook 440,Notebook,14.0,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,1.64,2845.44,1366x768,,0.0,2.4,500.0,HDD,0.0,,Intel,Intel
Dell,Inspiron 7567,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.65,3947.84,1920x1080,,0.0,2.5,1000.0,Hybrid,0.0,,Intel,Nvidia
HP,EliteBook 820,Ultrabook,12.5,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.26,6402.24,1920x1080,,0.0,2.5,500.0,HDD,0.0,,Intel,Intel
HP,Elitebook 840,Notebook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.48,6614.4,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
HP,EliteBook 840,Ultrabook,14.0,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.54,7850.79,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
HP,Probook 430,Notebook,13.3,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,1.49,3328.0,1366x768,,0.0,2.4,500.0,HDD,0.0,,Intel,Intel
Toshiba,Portege A30-C-1CZ,Notebook,13.3,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.5,5033.6,1366x768,,0.0,2.3,256.0,SSD,0.0,,Intel,Intel
HP,ProBook 450,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.04,3203.16,1366x768,,0.0,2.4,256.0,SSD,0.0,,Intel,Intel
Lenovo,ThinkPad P70,Notebook,17.3,Intel Core i7 6820HQ ,16,Nvidia Quadro 3000M,Windows 7,2.4,12346.88,3840x2160,IPSPanel,0.0,2.7,512.0,SSD,0.0,,Intel,Nvidia
Toshiba,Tecra Z40-C-12Z,Notebook,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.47,6198.4,1920x1080,IPSPanel,0.0,2.3,256.0,SSD,0.0,,Intel,Intel
HP,EliteBook 1040,Notebook,14.0,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.43,9272.64,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Dell,Inspiron 5568,2 in 1 Convertible,15.6,Intel Core i3 6100U ,4,Intel HD Graphics 520,Windows 10,2.08,3311.32,1920x1080,IPSPanel,1.0,2.3,1000.0,HDD,0.0,,Intel,Intel
Toshiba,Portï¿½gï¿½ Z30-C-16K,Ultrabook,13.3,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.2,6614.4,1920x1080,,0.0,2.3,256.0,SSD,0.0,,Intel,Intel
HP,Spectre 13-V100nv,Notebook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.11,4779.84,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
HP,ProBook 440,Notebook,14.0,Intel Core i7 7500U ,8,Nvidia GeForce 930MX,Windows 10,1.64,4931.39,1920x1080,,0.0,2.7,256.0,SSD,0.0,,Intel,Nvidia
Dell,Latitude E5570,Notebook,15.6,Intel Core i5 6300U ,8,Intel HD Graphics 520,Windows 10,2.09,4353.19,1920x1080,,0.0,2.4,500.0,HDD,0.0,,Intel,Intel
HP,Elitebook 820,Ultrabook,12.5,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.26,6485.44,1366x768,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
HP,ProBook 650,Notebook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,2.31,4946.24,1366x768,,0.0,2.5,500.0,HDD,0.0,,Intel,Intel
HP,ProBook 640,Notebook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.95,4409.6,1366x768,,0.0,2.5,500.0,HDD,0.0,,Intel,Intel
Dell,XPS 13,Ultrabook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.29,6755.84,3200x1800,,1.0,2.5,256.0,SSD,0.0,,Intel,Intel
HP,Probook 470,Notebook,17.3,Intel Core i5 7200U ,8,Nvidia GeForce 930MX,Windows 10,2.63,4492.8,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Nvidia
HP,ProBook 440,Notebook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.64,4047.68,1366x768,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Acer,Aspire 3,Notebook,15.6,AMD A9-Series 9420 ,6,AMD Radeon R5,Windows 10,2.1,1701.44,1366x768,,0.0,3.0,1000.0,HDD,0.0,,AMD,AMD
MSI,GL72M 7RDX,Gaming,17.3,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.7,4957.89,1920x1080,,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
HP,Probook 640,Notebook,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,1.95,4971.2,1920x1080,,0.0,2.3,256.0,SSD,0.0,,Intel,Intel
HP,EliteBook 850,Notebook,15.6,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.84,5112.6,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
HP,EliteBook 820,Ultrabook,12.5,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.26,5611.84,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
HP,ProBook 450,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,2.04,3086.72,1366x768,,0.0,2.5,500.0,HDD,0.0,,Intel,Intel
Toshiba,Tecra Z40-C-136,Ultrabook,14.0,Intel Core i7 6600U ,8,Intel HD Graphics 520,Windows 10,1.47,7176.0,1920x1080,IPSPanel,0.0,2.6,256.0,SSD,0.0,,Intel,Intel
Dell,Latitude E5570,Notebook,15.6,Intel Core i5 6300U ,8,Intel HD Graphics 520,Windows 7,2.09,4421.87,1920x1080,,0.0,2.4,256.0,SSD,0.0,,Intel,Intel
HP,ProBook 440,Notebook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.64,4203.72,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,Intel Core i7 6500U ,4,Intel HD Graphics 520,Windows 10,1.8,3523.52,1920x1080,IPSPanel,1.0,2.5,256.0,SSD,0.0,,Intel,Intel
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,Intel Atom X5-Z8350 ,2,Intel HD Graphics 400,Windows 10,1.45,876.93,1366x768,,0.0,1.44,32.0,FlashStorage,0.0,,Intel,Intel
Toshiba,Tecra A50-C-218,Notebook,15.6,Intel Core i7 6500U ,16,Nvidia GeForce 930M,Windows 10,2.4,5928.0,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,,Intel,Nvidia
Lenovo,Thinkpad L560,Notebook,15.6,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,2.3,4366.34,1920x1080,,0.0,2.3,256.0,SSD,0.0,,Intel,Intel
HP,EliteBook 840,Notebook,14.0,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,1.54,4160.0,1920x1080,,0.0,2.3,500.0,HDD,0.0,,Intel,Intel
HP,EliteBook 850,Notebook,15.6,Intel Core i5 6300U ,8,Intel HD Graphics 520,Windows 10,1.84,8749.89,1920x1080,,0.0,2.4,256.0,SSD,500.0,HDD,Intel,Intel
HP,EliteBook 1040,Notebook,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,1.43,6111.04,1920x1080,,0.0,2.3,256.0,SSD,0.0,,Intel,Intel
MSI,GT72S Dominator,Gaming,17.3,Intel Core i7 6820HK ,16,Nvidia GeForce GTX 980M,Windows 10,3.78,6429.86,1920x1080,IPSPanel,0.0,2.7,256.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 980M,Windows 10,4.6,9526.36,1920x1080,IPSPanel,0.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
Asus,Chromebook C202SA,Netbook,11.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Chrome OS,1.2,1197.66,1366x768,,0.0,1.6,16.0,FlashStorage,0.0,,Intel,Intel
Lenovo,ThinkPad X1,Notebook,14.0,Intel Core i7 6600U ,16,Intel HD Graphics 520,Windows 7,1.1,10899.2,2560x1440,IPSPanel,0.0,2.6,256.0,SSD,0.0,,Intel,Intel
HP,Noteb Pav,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce 940MX,Windows 10,1.91,4072.64,1920x1080,IPSPanel,0.0,2.7,1000.0,HDD,0.0,,Intel,Nvidia
Dell,Inspiron 5578,2 in 1 Convertible,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.3,4551.04,1920x1080,IPSPanel,1.0,2.7,256.0,SSD,0.0,,Intel,Intel
HP,ProBook 450,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,2.04,4072.64,1366x768,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.2,9376.64,3200x1800,,1.0,2.7,1000.0,SSD,0.0,,Intel,Intel
HP,ProBook 650,Notebook,15.6,Intel Core i3 6100U ,4,Intel HD Graphics 520,Windows 10,2.31,2933.42,1366x768,,0.0,2.3,500.0,HDD,0.0,,Intel,Intel
HP,250 G5,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,No OS,1.96,2075.84,1366x768,,0.0,2.5,500.0,HDD,0.0,,Intel,Intel
Acer,Aspire ES1-523,Notebook,15.6,AMD A8-Series 7410 ,8,AMD Radeon R5,Windows 10,2.4,1867.84,1366x768,,0.0,2.2,1000.0,HDD,0.0,,AMD,AMD
Dell,Inspiron 7378,2 in 1 Convertible,13.3,Intel Core i7 7500U ,12,Intel HD Graphics 620,Windows 10,1.6,5403.84,1920x1080,IPSPanel,1.0,2.7,256.0,SSD,0.0,,Intel,Intel
MSI,GT62VR 6RD,Gaming,15.6,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.94,7567.04,1920x1080,,0.0,2.6,256.0,SSD,1000.0,HDD,Intel,Nvidia
HP,ProBook 450,Notebook,15.6,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,2.04,4451.2,1920x1080,,0.0,2.7,256.0,SSD,0.0,,Intel,Intel
Asus,Rog G752VL-GC088D,Gaming,17.3,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 965M,No OS,4.0,4151.68,1920x1080,IPSPanel,0.0,2.6,1000.0,HDD,0.0,,Intel,Nvidia
Dell,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics,Windows 10,2.25,2325.44,1920x1080,,0.0,2.5,1000.0,HDD,0.0,,Intel,Intel
Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U ,16,AMD Radeon R7 M445,Windows 10,2.32,4118.36,1920x1080,,0.0,2.7,2000.0,HDD,0.0,,Intel,AMD
MSI,GS63VR 6RF,Gaming,15.6,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,1.8,8024.64,1920x1080,,0.0,2.6,256.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.29,6065.28,1920x1080,,0.0,2.7,256.0,SSD,0.0,,Intel,Intel
Asus,ROG G701VO,Gaming,17.3,Intel Core i7 6820HK ,64,Nvidia GeForce GTX 980 ,Windows 10,3.58,16536.0,1920x1080,IPSPanel,0.0,2.7,1000.0,SSD,0.0,,Intel,Nvidia
Dell,Inspiron 5368,2 in 1 Convertible,13.3,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.62,3319.72,1920x1080,,1.0,2.5,256.0,SSD,0.0,,Intel,Intel
Dell,Alienware 15,Gaming,15.6,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 970M,Windows 10,3.21,5528.64,3840x2160,,0.0,2.6,256.0,SSD,1000.0,HDD,Intel,Nvidia
Apple,"MacBook 12""",Ultrabook,12.0,Intel Core M ,8,Intel HD Graphics 515,Mac OS X,0.92,5408.0,2304x1440,IPSPanelRetinaDisplay,0.0,1.1,256.0,FlashStorage,0.0,,Intel,Intel
Dell,Latitude 3570,Notebook,15.6,Intel Core i3 6100U ,4,Intel HD Graphics 520,Windows 10,2.06,2005.04,1366x768,,0.0,2.3,500.0,HDD,0.0,,Intel,Intel
HP,ProBook 650,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,2.31,4987.84,1366x768,,0.0,2.3,500.0,HDD,0.0,,Intel,Intel
HP,EliteBook 820,Ultrabook,12.5,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,1.26,4987.84,1920x1080,,0.0,2.3,256.0,SSD,0.0,,Intel,Intel
HP,ProBook 430,Notebook,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.49,4534.4,1920x1080,,0.0,2.7,256.0,SSD,0.0,,Intel,Intel
Lenovo,ThinkPad Yoga,Ultrabook,12.5,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.3,7128.12,1920x1080,IPSPanel,1.0,2.5,256.0,SSD,0.0,,Intel,Intel
Lenovo,IdeaPad 300-17ISK,Notebook,17.3,Intel Core i5 6200U ,8,AMD Radeon R5 M330,Windows 10,3.0,2741.44,1600x900,,0.0,2.3,1000.0,HDD,0.0,,Intel,AMD
Lenovo,Ideapad 700-15ISK,Notebook,15.6,Intel Core i5 6300HQ ,4,Nvidia GeForce GTX 950M,Windows 10,2.3,4064.32,1920x1080,IPSPanel,0.0,2.3,1000.0,HDD,0.0,,Intel,Nvidia
MSI,GT72VR Dominator,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,3.78,10395.84,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,2.1,2246.4,1366x768,,0.0,2.3,500.0,HDD,0.0,,Intel,Intel
HP,Probook 650,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 7,2.31,3910.4,1920x1080,,0.0,2.3,500.0,HDD,0.0,,Intel,Intel
Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,Intel Core M 6Y75 ,8,Intel HD Graphics 515,Windows 10,0.99,5819.84,2560x1440,IPSPanel,1.0,1.2,512.0,SSD,0.0,,Intel,Intel
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Intel Core i7 6820HK ,32,Nvidia GeForce GTX 980M,Windows 10,4.6,13478.4,1920x1080,IPSPanel,0.0,2.7,512.0,SSD,1000.0,Hybrid,Intel,Nvidia
Lenovo,Yoga Book,2 in 1 Convertible,10.1,Intel Atom x5-Z8550 ,4,Intel HD Graphics 400,Windows 10,0.69,2688.48,1920x1200,IPSPanel,1.0,1.44,64.0,FlashStorage,0.0,,Intel,Intel
HP,Spectre x360,Ultrabook,13.3,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.3,8523.84,3840x2160,IPSPanel,0.0,2.7,512.0,SSD,0.0,,Intel,Intel
Dell,Vostro 3568,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.18,3120.0,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
HP,EliteBook 840,Notebook,14.0,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 7,1.54,4288.92,1920x1080,,0.0,2.3,500.0,HDD,0.0,,Intel,Intel
HP,ZBook 15u,Workstation,15.6,Intel Core i7 6500U ,8,AMD FirePro W4190M,Windows 7,1.9,6219.2,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,AMD
Lenovo,ThinkPad T460,Notebook,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,1.7,4987.84,1920x1080,,0.0,2.3,180.0,SSD,0.0,,Intel,Intel
HP,Chromebook 13,Notebook,13.3,Intel Pentium Dual Core 4405Y ,4,Intel HD Graphics 515,Chrome OS,1.29,2558.4,3200x1800,,0.0,1.5,32.0,FlashStorage,0.0,,Intel,Intel
Acer,Aspire ES1-523,Notebook,15.6,AMD A8-Series 7410 ,4,AMD Radeon R5,Windows 10,2.4,1609.92,1366x768,,0.0,2.2,500.0,HDD,0.0,,AMD,AMD
Dell,Inspiron 3552,Notebook,15.6,Intel Pentium Quad Core N3700 ,4,Intel HD Graphics,Linux,2.2,1636.92,1366x768,,0.0,1.6,500.0,HDD,0.0,,Intel,Intel
HP,250 G6,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,No OS,1.86,1439.32,1366x768,,0.0,2.0,1000.0,HDD,0.0,,Intel,Intel
Asus,Rog GL702VM-GC354T,Gaming,17.3,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1060,Windows 10,2.7,6651.84,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Inspiron 5370,Ultrabook,13.3,Intel Core i5 8250U ,4,AMD Radeon 530,Windows 10,1.4,3404.34,1920x1080,IPSPanel,0.0,1.6,256.0,SSD,0.0,,Intel,AMD
HP,Elitebook 820,Netbook,12.5,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 7,2.4,6651.84,1366x768,,0.0,2.3,128.0,SSD,0.0,,Intel,Intel
Acer,Aspire F5-573G,Notebook,15.6,Intel Core i5 7200U ,8,Nvidia GeForce GTX 950M,Windows 10,2.4,3323.84,1920x1080,,0.0,2.5,256.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Inspiron 5567,Notebook,15.6,Intel Core i5 7200U ,8,AMD Radeon R7 M445,Windows 10,2.36,2657.41,1920x1080,,0.0,2.5,1000.0,HDD,0.0,,Intel,AMD
MSI,GS70 Stealth,Gaming,17.3,Intel Core i7 6700HQ ,8,Nvidia GeForce GTX 965M,Windows 10,2.6,6651.84,1920x1080,,0.0,2.6,256.0,SSD,0.0,,Intel,Nvidia
HP,250 G5,Notebook,15.6,Intel Pentium Quad Core N3710 ,4,Intel HD Graphics 405,Windows 10,1.96,2080.0,1366x768,,0.0,1.6,1000.0,HDD,0.0,,Intel,Intel
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 980M,Windows 10,4.3,9563.84,1920x1080,IPSPanel,0.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Latitude E5270,Ultrabook,12.5,Intel Core i3 6100U ,4,Intel HD Graphics 520,Windows 7,1.5,4722.22,1366x768,,0.0,2.3,500.0,HDD,0.0,,Intel,Intel
Dell,Latitude E5270,Ultrabook,12.5,Intel Core i3 6100U ,4,Intel HD Graphics 520,Windows 7,1.5,4854.6,1366x768,,0.0,2.3,128.0,SSD,0.0,,Intel,Intel
Acer,Chromebook 15,Notebook,15.6,Intel Celeron Dual Core 3205U ,4,Intel HD Graphics,Chrome OS,2.2,869.44,1366x768,,0.0,1.5,16.0,SSD,0.0,,Intel,Intel
HP,ZBook 17,Workstation,17.3,Intel Core i7 6700HQ ,8,AMD FirePro W6150M,Windows 7,3.0,12059.84,1920x1080,IPSPanel,0.0,2.6,1000.0,HDD,0.0,,Intel,AMD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,4987.84,1920x1080,,0.0,2.8,512.0,SSD,0.0,,Intel,Nvidia
Dell,Latitude E5270,Ultrabook,12.5,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,1.5,5878.5,1366x768,,0.0,2.3,256.0,SSD,0.0,,Intel,Intel
MSI,GE72 Apache,Gaming,17.3,Intel Core i7 6700HQ ,8,Nvidia GeForce GTX 960M,Windows 10,2.9,6286.55,1920x1080,,0.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,2.1,3606.72,1920x1080,IPSPanel,1.0,2.3,256.0,SSD,0.0,,Intel,Intel
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,AMD A6-Series 9220 ,4,AMD Radeon R4,Windows 10,2.1,1655.68,1920x1080,,0.0,2.5,1000.0,HDD,0.0,,AMD,AMD
Asus,Rog GL552VW-CN470T,Gaming,15.6,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 960M,Windows 10,2.59,5570.24,1920x1080,IPSPanel,0.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
HP,EliteBook 1030,Notebook,13.3,Intel Core M 6Y54 ,8,Intel HD Graphics 515,Windows 10,1.16,7067.84,3200x1800,,1.0,1.1,256.0,SSD,0.0,,Intel,Intel
Dell,Vostro 3559,Notebook,15.6,Intel Core i5 6200U ,4,AMD Radeon R5 M315,Windows 7,2.24,3199.66,1366x768,,0.0,2.3,500.0,HDD,0.0,,Intel,AMD
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.1,1784.64,1366x768,,0.0,2.0,128.0,SSD,0.0,,Intel,Intel
HP,Spectre Pro,Ultrabook,13.3,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.16,8191.04,1920x1080,,0.0,2.5,512.0,SSD,0.0,,Intel,Intel
Lenovo,Yoga Book,2 in 1 Convertible,10.1,Intel Atom x5-Z8550 ,4,Intel HD Graphics 400,Android,0.69,2283.84,1920x1200,IPSPanel,1.0,1.44,64.0,FlashStorage,0.0,,Intel,Intel
